"","c1","c2","weight"
"9705","FOXD4","ZNF423",0.0667682012413205
"22980","MYNN","ZNF155",0.0667692708591237
"21326","MEF2C","MYOG",0.0667701398556592
"26090","ONECUT1","RFX6",0.0667707092585158
"20136","KLF1","SPI1",0.0667708748841737
"10481","FOXO1","TAL2",0.0667719836172501
"26085","ONECUT1","PRDM14",0.066773369581775
"13872","HES6","NR3C2",0.0667733824853225
"12921","HAND1","MSX2",0.0667734807624471
"24886","NR2C1","RORB",0.0667738006442209
"1748","ATF5","FOXP3",0.0667747096701282
"6118","EGR4","FOXP3",0.0667752209890009
"11814","GATA5","PAX2",0.0667757627684352
"27812","REL","TCF7L1",0.0667769317660462
"26340","PAX2","ZNF501",0.0667776275500429
"28631","SMAD7","TBX20",0.0667778873469322
"7341","ESRRG","SHOX2",0.0667783336406098
"26921","PITX2","SPI1",0.0667810667652879
"29655","TBX20","WT1",0.0667845185540479
"19125","IRF8","WT1",0.0667870376460301
"3308","CDX1","SOX10",0.0667879478854097
"24751","NR1I2","NR5A2",0.0667881001921587
"21552","MEOX2","UTF1",0.0667927086821363
"19057","IRF8","ONECUT1",0.0667939531932397
"8947","FOXA2","IRF5",0.0667943109039576
"10536","FOXP3","GCM1",0.0667950078324849
"6902","ESRRA","RFX6",0.0667973793145741
"6301","EGR4","ZNF280A",0.0667978655717147
"5013","DLX3","GRHL3",0.0667984207473483
"29317","SPIB","THAP2",0.0668037870881433
"27607","PRDM14","ZNF227",0.0668063777871667
"22522","MYC","NR2F1",0.0668066873899997
"16820","HOXB13","NFE2L3",0.0668070838262028
"17159","HOXB7","NR3C2",0.066807636377572
"7237","ESRRG","HNF4G",0.0668100769638507
"6878","ESRRA","OLIG2",0.066810314140425
"30622","ZNF77","ZSCAN5A",0.0668109790024678
"8084","FEZF1","HIF1A",0.0668120570006986
"7447","ETS2","HMX1",0.0668126539119248
"15762","HNF4A","HOXD3",0.0668155465739203
"6120","EGR4","FOXR1",0.0668172027338408
"14467","HEY2","SPIB",0.0668179581734484
"12784","GSC","PRDM14",0.066818039618715
"10250","FOXI1","RARB",0.066819570079477
"5598","DLX5","SP6",0.066821952312005
"18203","HOXD9","ZNF155",0.0668237538559268
"24362","NFKB1","SPIC",0.0668299954926941
"12059","GATA6","TCF7L1",0.0668366664209489
"27616","PRDM14","ZNF554",0.0668367436704788
"13459","HES2","ISL1",0.0668373343675966
"13014","HAND1","THAP2",0.066839045268037
"12579","GRHL3","OVOL1",0.0668392426290336
"21308","MEF2B","ZNF77",0.0668401821413356
"28163","RUNX3","SPIC",0.0668410927635695
"10946","FOXR1","HEYL",0.0668418426394836
"21544","MEOX2","TFAP2A",0.0668422582348035
"29871","TFAP2A","ZNF317",0.0668439352737862
"4867","CREB5","NKX2.8",0.0668443790221347
"26771","PDX1","VSX1",0.0668463705180705
"28084","RORB","SOX10",0.0668469826140611
"10574","FOXP3","IRF4",0.0668476878995093
"70","ALX1","HLF",0.0668487288764734
"26065","OLIG3","ZNF79",0.0668499224477824
"10394","FOXO1","MESP1",0.0668509956022907
"30006","THAP6","WT1",0.0668545888761962
"4881","CREB5","OLIG3",0.0668547633063582
"22240","MSX1","ZNF79",0.0668547997019466
"28638","SMAD7","TFAP2C",0.0668550975506725
"25699","NR5A2","PRDM14",0.0668558396815174
"21254","MEF2B","SOX14",0.0668565857183046
"20317","LBX1","ZNF322",0.0668570375078342
"25773","NR5A2","ZNF77",0.0668575312470995
"8191","FEZF1","RORB",0.0668581224140511
"24899","NR2C1","SOX14",0.0668603801292371
"14708","HIF1A","HOXA7",0.0668604570995134
"15778","HNF4A","LBX1",0.066861316971844
"19517","ISL1","PITX3",0.0668635948246949
"3564","CDX2","THAP2",0.0668648005231594
"7256","ESRRG","IRF8",0.0668651169408081
"2596","BCL6B","SIM2",0.0668669158928236
"24639","NR1H4","NR3C2",0.0668693001480149
"16378","HOXA5","SP6",0.0668702419237967
"3415","CDX2","HES2",0.0668705743334552
"10751","FOXQ1","HMX1",0.0668711619781023
"17105","HOXB7","ID1",0.0668720174822115
"8031","FEV","ZNF225",0.0668733921436885
"18643","IKZF3","SPIC",0.0668748038938483
"2231","BATF","GATA5",0.066876039206257
"9946","FOXH1","HEYL",0.0668779044510372
"17612","HOXD13","MEF2C",0.0668790749937414
"14132","HESX1","ZBTB6",0.0668795863508513
"28850","SOHLH1","ZNF556",0.0668823530134254
"9218","FOXA3","PAX8",0.0668851703008916
"5288","DLX4","LMX1B",0.0668858227492924
"14548","HEYL","ISL1",0.066886042639822
"30061","THRB","ZNF615",0.0668870755475875
"11675","GATA4","TFAP2B",0.0668873695083021
"4523","CREB3L3","CREB5",0.0668877037219625
"16608","HOXA7","HOXD4",0.066887963871966
"6170","EGR4","ISX",0.0668885667643911
"3620","CDX4","FEZF1",0.0668890370513676
"2791","BHLHA15","NR2C1",0.0668892048453309
"2293","BATF","MITF",0.0668907044169727
"2783","BHLHA15","NFATC3",0.0668908419298454
"26820","PITX1","SHOX2",0.0668936594540004
"10183","FOXI1","LBX1",0.066894003258538
"21277","MEF2B","THAP6",0.0668958351197306
"18343","ID1","TFAP2A",0.0668964043804591
"5055","DLX3","ISX",0.0668987668005648
"14269","HEY1","RXRG",0.066899399937232
"4788","CREB5","GSC",0.0668998788809372
"2743","BHLHA15","IKZF3",0.0669015595069924
"14836","HIF1A","TFAP2A",0.0669070126172601
"10186","FOXI1","LHX8",0.0669073946523764
"22153","MSX1","PAX7",0.0669075781115883
"6465","EOMES","RFX6",0.0669081476111947
"28411","SHOX2","ZNF615",0.0669087308206214
"12587","GRHL3","PITX2",0.0669099762418494
"1630","ASCL2","PRDM14",0.0669108922413705
"24847","NR1I2","ZNF79",0.0669121093857096
"12908","HAND1","LHX6",0.0669141755381374
"13350","HES1","RFX6",0.0669146990223641
"28872","SOX10","TBX18",0.0669165959151047
"1098","ARNTL2","MYC",0.0669176125927252
"29680","TBX20","ZSCAN10",0.0669176428691758
"26455","PAX5","PRDM14",0.0669183874209986
"11586","GATA4","MYC",0.0669204348801734
"19161","IRF9","LHX6",0.0669213991758464
"10188","FOXI1","MAFB",0.0669229373968553
"2638","BCL6B","ZIC3",0.0669233655782308
"15691","HNF1B","SOX10",0.0669237460306087
"30345","ZIC3","ZNF582",0.0669255055230907
"22423","MYB","RARB",0.0669322772472994
"44","ALX1","FOXH1",0.0669328643127609
"25044","NR2E1","ZNF225",0.0669332055166986
"13996","HESX1","HOXD13",0.0669345732985698
"4837","CREB5","LMX1B",0.0669350380917161
"19968","JUNB","REL",0.0669369524356789
"13015","HAND1","THAP6",0.0669373856924482
"25937","OLIG2","THAP6",0.0669399557169966
"13812","HES6","HOXC12",0.0669417209217331
"13978","HESX1","HEYL",0.0669442036808859
"6321","EOMES","ESRRB",0.066946169074955
"10066","FOXH1","SOX10",0.0669469522537274
"25003","NR2E1","SOHLH1",0.0669469873318819
"9933","FOXH1","GCM1",0.0669493244283696
"5306","DLX4","MYOG",0.0669493923332259
"12951","HAND1","NR5A2",0.0669509627489375
"17639","HOXD13","NR1H4",0.0669516527299802
"7310","ESRRG","OLIG1",0.0669549709136451
"24064","NFATC3","ZNF554",0.0669555801569361
"16827","HOXB13","NR2E1",0.0669580838175185
"26881","PITX1","ZNF615",0.0669593715002861
"17995","HOXD4","RHOXF2",0.0669597788888689
"24511","NKX2.5","ZNF461",0.0669636747180407
"11877","GATA5","VENTX",0.0669638817661204
"9730","FOXG1","GCM1",0.0669642701001134
"27428","PPARG","TEF",0.0669653703276011
"5383","DLX4","TBX18",0.0669674174064067
"20800","LMX1B","OLIG1",0.0669730982770734
"29195","SP6","ZSCAN10",0.0669752542168339
"28853","SOHLH1","ZNF705D",0.0669758467964962
"16576","HOXA6","ZIC3",0.0669766627414515
"22131","MSX1","NFKB1",0.0669768907872924
"2981","BHLHE23","IRF8",0.0669792612711215
"9530","FOXD4","HAND1",0.0669793168938103
"26287","PAX2","SMAD7",0.0669811006268836
"10487","FOXO1","TCF7L1",0.0669811885099585
"20968","MAFB","RXRG",0.0669827551079791
"6362","EOMES","HMX1",0.0669851615627473
"1048","ARNTL2","HLF",0.0669860787834631
"7298","ESRRG","NKX2.8",0.0669873883312144
"28433","SIM2","SPIC",0.0669875475656521
"22466","MYB","THRB",0.0669883046973895
"25390","NR4A1","PITX1",0.0669883791772157
"17671","HOXD13","RARB",0.066990240149198
"7277","ESRRG","MIXL1",0.0669913667015877
"20849","LMX1B","STAT4",0.0669915346323699
"10153","FOXI1","HNF1A",0.0669940542715595
"17666","HOXD13","POU5F2",0.0669941201119377
"3335","CDX1","USF1",0.066998558350301
"15588","HNF1B","HOXC4",0.0669986469398771
"15382","HMX2","ZNF181",0.066999309717733
"20002","JUNB","TCF7L1",0.0669998029707201
"7363","ESRRG","TBX18",0.0670004047221075
"18112","HOXD9","NFE2L3",0.0670026023299844
"22264","MSX2","NR1I2",0.0670028638416364
"15197","HMX1","UTF1",0.0670092998768613
"24667","NR1H4","REL",0.0670099397717644
"28352","SHOX2","SIX2",0.0670107276987857
"27514","PRDM1","TP63",0.0670111101795792
"16259","HOXA1","ZNF77",0.0670140549554556
"7734","ETV1","NR3C2",0.0670154504821466
"28164","RUNX3","STAT4",0.0670166195586754
"10075","FOXH1","SPIC",0.0670208021224502
"19679","ISX","RORB",0.0670220524645304
"13786","HES3","ZNF615",0.0670264720519402
"2853","BHLHA15","TBX18",0.0670266783080544
"9709","FOXD4","ZNF554",0.067027008843662
"20475","LHX4","ZSCAN5A",0.0670278575939869
"30352","ZIC3","ZSCAN5A",0.0670324141135298
"8328","FEZF2","KLF1",0.0670326181621041
"6267","EGR4","SPIB",0.0670334120826371
"9947","FOXH1","HIF1A",0.0670334239048226
"4432","CREB3","PAX7",0.0670358741791333
"11242","FOXR2","PPARG",0.0670384227680768
"23997","NFATC3","RBAK",0.0670390081828132
"16674","HOXA7","PAX2",0.0670402406217406
"4871","CREB5","NR2E1",0.0670444692756568
"22179","MSX1","SMAD1",0.0670455367136649
"24341","NFKB1","RORB",0.0670471585055302
"15434","HNF1A","LHX4",0.067051286495853
"11386","GATA3","MITF",0.0670513306314833
"27349","PPARA","TFAP2A",0.067054979677843
"807","ARNT2","HMX2",0.067056116927352
"23154","MYOG","PAX2",0.0670573033281559
"24214","NFE2L3","PITX2",0.0670583766650749
"30300","ZBTB32","ZNF79",0.067063274526355
"22372","MSX2","ZSCAN5A",0.0670638065056726
"2947","BHLHE23","HES1",0.0670646104596313
"24629","NKX2.8","ZNF77",0.0670656819723698
"28222","RXRG","SOHLH1",0.0670680091846075
"6805","ESRRA","HOXA1",0.0670687826053886
"10001","FOXH1","MYNN",0.067069703322032
"21451","MEOX2","MITF",0.0670707314680776
"29828","TEF","ZNF211",0.0670719032544752
"4320","CREB3","FOXI1",0.0670732139754141
"19834","JUN","SMAD7",0.0670740594529168
"10813","FOXQ1","NFE2",0.0670760354829367
"23267","NANOG","NR4A2",0.0670772510190099
"1071","ARNTL2","IRF4",0.0670777000090875
"5279","DLX4","ISL1",0.0670797999525033
"1417","ASCL1","SPIC",0.0670824492202446
"29898","TFAP2B","WT1",0.0670828611359335
"12122","GCM1","HOXA1",0.0670841416133881
"26027","OLIG3","TCF7L1",0.0670855013136323
"23266","NANOG","NR4A1",0.0670866194719421
"28473","SIM2","ZNF501",0.0670866476885313
"26479","PAX5","SP6",0.0670867205025982
"29937","TFAP2C","ZBTB6",0.0670880898198357
"3095","BHLHE23","TFAP2B",0.0670889387667615
"27118","POU2AF1","ZIC3",0.0670910142508908
"10971","FOXR1","IRF4",0.0670912740387128
"10363","FOXO1","HOXB6",0.067091841694884
"4740","CREB3L3","ZNF501",0.0670928866585852
"2817","BHLHA15","PPARA",0.0670953246496441
"11591","GATA4","MYOG",0.0670979949432347
"13414","HES1","ZNF554",0.0670983843302756
"13316","HES1","NR2C1",0.0670993770302144
"630","ALX4","NR1I2",0.0671000160517652
"6989","ESRRB","FOXH1",0.0671010615075039
"29784","TCF7L1","ZIC3",0.067103342875838
"6734","ESR1","ZIM2",0.067104158438576
"8831","FOXA1","SNAI2",0.0671042748351621
"30261","WT1","ZNF317",0.0671051544667257
"8995","FOXA2","NR2F1",0.0671057768156038
"24149","NFE2","TFAP2B",0.067106429762198
"20644","LHX8","NFE2",0.067106959373961
"2906","BHLHE23","CREB5",0.067108000456511
"26683","PAX8","VSX1",0.0671094857645696
"10706","FOXP3","ZNF155",0.0671119795039635
"26745","PDX1","SOX9",0.0671137258620525
"13685","HES3","NR2C1",0.0671156192028054
"24528","NKX2.8","NR2F1",0.0671176237766162
"23080","MYOD1","TBX18",0.0671188693679957
"17767","HOXD3","LHX8",0.0671202522819509
"20923","MAFB","NFE2",0.0671227679250174
"7337","ESRRG","RORB",0.0671231450673892
"15062","HMX1","HOXB13",0.0671258389751369
"4205","CEBPE","PDX1",0.0671258692618728
"14331","HEY1","ZNF582",0.0671261569005003
"22462","MYB","TFAP2B",0.067126436607786
"21425","MEF2C","ZIM2",0.0671281695636583
"7205","ESRRG","FOXH1",0.0671286291226311
"25123","NR2F1","TBX18",0.067129130711796
"15400","HMX2","ZNF79",0.0671319001582446
"12515","GRHL3","HOXD9",0.0671329754352743
"29226","SPDEF","ZIC3",0.0671330373817567
"30578","ZNF501","ZNF705D",0.0671342662900092
"3559","CDX2","TCF7L1",0.0671352869880694
"20052","KLF1","MEF2C",0.0671381986613083
"14395","HEY2","MYOD1",0.067138712899134
"11539","GATA4","HNF1A",0.067142874072
"14538","HEYL","HOXD4",0.0671442075006387
"18706","IRF4","LHX8",0.067146104731189
"29367","SPIC","THAP2",0.0671467006991264
"14834","HIF1A","TCF7L1",0.0671478087431028
"29165","SP6","USF1",0.0671484628026395
"22128","MSX1","NFATC3",0.0671492833269687
"3304","CDX1","SMAD7",0.0671532234206806
"3376","CDX2","DLX5",0.0671533790484704
"23981","NFATC3","PAX3",0.0671561142001591
"1843","ATF5","NR2F1",0.0671570649953699
"30390","ZNF155","ZNF582",0.0671572890447943
"11859","GATA5","TAL1",0.067158057792476
"24277","NFE2L3","ZIM2",0.0671619963158041
"3525","CDX2","REL",0.0671655853407714
"7599","ETS2","ZIC3",0.067166624261593
"18401","IKZF1","MEF2B",0.067167510195159
"2957","BHLHE23","HMX1",0.067168821095606
"26535","PAX7","PDX1",0.0671695699140253
"12513","GRHL3","HOXD3",0.0671699317747616
"24051","NFATC3","ZNF155",0.0671701326798142
"19723","ISX","WT1",0.0671737693768571
"27429","PPARG","TFAP2A",0.0671747580575883
"27310","PPARA","PRDM14",0.0671749120049113
"10011","FOXH1","NFE2",0.0671764647716704
"19689","ISX","SNAI2",0.067176784593874
"4916","CREB5","SNAI2",0.0671785316560854
"1481","ASCL2","CREB5",0.067179461550408
"16636","HOXA7","MIXL1",0.0671799622656231
"1019","ARNTL2","FOXB1",0.0671806014808147
"12583","GRHL3","PAX7",0.0671822077513761
"15390","HMX2","ZNF423",0.06718222981677
"5400","DLX4","VSX2",0.0671823337701335
"9279","FOXA3","VSX2",0.0671836542336414
"10545","FOXP3","HES6",0.0671847203317268
"9495","FOXB1","ZNF227",0.0671888198738263
"29743","TCF12","ZIC3",0.0671888403853141
"27194","POU5F1","UTF1",0.0671907909311954
"21759","MESP2","PAX5",0.0671944975581951
"21507","MEOX2","RBAK",0.0671948997497949
"28106","RORB","TFAP2C",0.0671956736778818
"23994","NFATC3","PRDM1",0.0671962055892913
"15113","HMX1","NFATC3",0.0671972327849626
"16537","HOXA6","SMAD7",0.0671980365745971
"4468","CREB3","SP6",0.0671980828884598
"27770","RBAK","ZNF556",0.0671986839780075
"17560","HOXC4","WT1",0.0672062721904766
"19877","JUN","ZNF211",0.0672069732500636
"12136","GCM1","IKZF1",0.067207646434466
"9828","FOXG1","OVOL1",0.0672084652540074
"12820","GSC","TCF12",0.0672085986922054
"14831","HIF1A","TBX20",0.0672179122777302
"18754","IRF4","PAX2",0.0672202621814427
"8061","FEZF1","FOXO1",0.0672203365385769
"22916","MYNN","PITX2",0.0672203917170783
"24548","NKX2.8","PITX3",0.0672207453635868
"5161","DLX3","TCF12",0.0672211852864807
"17674","HOXD13","RFX3",0.0672220062001129
"29084","SOX5","ZNF77",0.0672264773934688
"18945","IRF5","SOX9",0.0672285071680895
"18694","IRF4","IRF5",0.0672294237403071
"13752","HES3","TEF",0.0672298521823267
"10535","FOXP3","GATA6",0.0672308225669229
"9469","FOXB1","TBX20",0.0672338542271693
"26045","OLIG3","ZIM2",0.0672390715188342
"11534","GATA4","HEYL",0.0672397956563264
"19654","ISX","OLIG3",0.0672401857216303
"26513","PAX5","ZNF211",0.0672422730224908
"1290","ASCL1","HLF",0.0672452508539862
"2695","BHLHA15","FOXH1",0.0672456806812348
"7737","ETV1","NR5A1",0.0672460943145012
"3286","CDX1","PPARA",0.0672473115032455
"20245","LBX1","PITX1",0.0672485302978718
"19494","ISL1","NR1I2",0.0672506314277261
"14412","HEY2","NR2E1",0.0672519134891412
"12735","GSC","MYC",0.0672538006813045
"17593","HOXD13","IKZF3",0.0672544910281976
"12940","HAND1","NKX2.8",0.067257725158508
"11550","GATA4","HOXC12",0.0672596245440879
"1212","ARNTL2","ZNF423",0.0672618135767552
"29446","STAT4","ZNF615",0.0672634025054865
"1187","ARNTL2","TFAP2B",0.0672691664476813
"14354","HEY2","HOXB7",0.0672698887509367
"20913","MAFB","MYNN",0.0672702504654628
"19648","ISX","NR4A1",0.0672710627624377
"9743","FOXG1","HEYL",0.0672711027483576
"6598","ESR1","HOXD4",0.0672732164767303
"26797","PDX1","ZNF79",0.067274422817969
"28639","SMAD7","THAP2",0.0672771632828095
"25370","NR3C2","ZNF705D",0.067277660489249
"2858","BHLHA15","TEF",0.0672786300235482
"22900","MYNN","NR4A1",0.0672804634033161
"8227","FEZF1","THAP6",0.0672806017583117
"10004","FOXH1","NANOG",0.067282688784298
"6467","EOMES","RORB",0.0672832567099105
"25778","OLIG1","OLIG2",0.067283372473037
"4937","CREB5","TEF",0.0672847190061602
"26491","PAX5","TCF12",0.0672848059224002
"12049","GATA6","SPIB",0.0672887066611047
"11157","FOXR2","HOXB6",0.0672908529995341
"12152","GCM1","LMX1B",0.0672922129456569
"23201","MYOG","TBR1",0.0672939511746615
"24307","NFKB1","NR2F1",0.0672953804728322
"1314","ASCL1","IRF5",0.0672962345028486
"15263","HMX2","LMX1B",0.0672989242181257
"8343","FEZF2","MSX1",0.0673002737443054
"30548","ZNF423","ZSCAN10",0.0673016173503095
"10630","FOXP3","OLIG1",0.0673026608665311
"14164","HEY1","HNF1A",0.0673040842570169
"11232","FOXR2","PAX7",0.0673067963407055
"4484","CREB3","TFAP2B",0.0673083689687116
"26787","PDX1","ZNF423",0.0673089980671273
"21177","MEF2B","MEOX2",0.0673128520143218
"3434","CDX2","HOXB13",0.0673141903745553
"25967","OLIG2","ZNF705D",0.0673168920624836
"7652","ETV1","HES2",0.0673185863313669
"20452","LHX4","ZIM2",0.0673208190091249
"25213","NR2F2","SOX10",0.067321258820114
"9961","FOXH1","HOXB7",0.0673220554355401
"29119","SOX9","ZIC3",0.0673230031415992
"29586","TBR1","ZNF582",0.0673232368116304
"1451","ASCL1","ZNF317",0.0673253401745722
"29720","TBX22","ZNF705D",0.0673267597524611
"12991","HAND1","SOX10",0.0673273364377767
"14818","HIF1A","SOX2",0.0673273443970753
"30","ALX1","ESRRB",0.0673279911223771
"20205","LBX1","MYC",0.0673288233207655
"29902","TFAP2B","ZIM2",0.0673295093245761
"14657","HEYL","TEF",0.0673299358026065
"8280","FEZF2","GATA6",0.0673312332165399
"6236","EGR4","POU5F2",0.0673320340101324
"14305","HEY1","TP63",0.0673335539697802
"28042","RHOXF2","VENTX",0.0673340306908671
"21982","MITF","ZSCAN5A",0.0673346218993798
"3147","CDX1","EOMES",0.0673354568836048
"13467","HES2","LHX8",0.0673374087962189
"30141","UTF1","ZNF155",0.0673375851887797
"28361","SHOX2","SOX5",0.0673433670497094
"27032","PITX3","ZBTB32",0.0673435149725628
"29930","TFAP2C","USF1",0.0673451069697631
"6830","ESRRA","KLF1",0.0673454922067525
"20894","LMX1B","ZNF77",0.0673473216103348
"4884","CREB5","PAX2",0.0673487321251804
"5384","DLX4","TBX20",0.0673508383786335
"7601","ETS2","ZNF155",0.067351005295239
"22435","MYB","SIX2",0.0673535774472343
"28199","RUNX3","ZNF410",0.0673543791114463
"2245","BATF","HEY2",0.067355842080091
"24296","NFE2L3","ZNF77",0.0673572970006575
"20692","LHX8","SIM2",0.0673598421806318
"21171","MEF2A","ZNF77",0.0673598778896055
"13814","HES6","HOXD13",0.0673617521364536
"24500","NKX2.5","ZIM2",0.0673628004815737
"5709","DRGX","HOXB13",0.067363018671509
"28022","RHOXF2","SPIC",0.0673664632126548
"1267","ASCL1","FOXP3",0.0673688000993544
"25219","NR2F2","SPDEF",0.0673692408159983
"12027","GATA6","RFX6",0.0673695922104866
"8961","FOXA2","MAFB",0.0673696257540249
"8714","FOXA1","HIF1A",0.0673700088502798
"24324","NFKB1","PDX1",0.0673790824226612
"22202","MSX1","TCF7L1",0.0673798061964608
"16552","HOXA6","TAL1",0.0673822421912664
"11285","FOXR2","TFAP2C",0.0673830453475777
"10502","FOXO1","ZBTB32",0.0673847577712142
"30620","ZNF77","ZSCAN10",0.0673853865710278
"11452","GATA3","SIM2",0.0673854638083026
"3471","CDX2","MSX2",0.0673857804817377
"518","ALX4","EOMES",0.067387068812488
"5761","DRGX","NFE2",0.067388261747783
"25940","OLIG2","USF1",0.0673891444554958
"9925","FOXH1","FOXP3",0.0673894877119888
"27969","RFX6","UTF1",0.0673917873354087
"15528","HNF1A","STAT4",0.0673918749227689
"18611","IKZF3","POU5F2",0.0673926555244477
"12664","GRHL3","ZNF554",0.0673943780495495
"16007","HNF4G","PITX2",0.0673946702600532
"7257","ESRRG","IRF9",0.0673949704189597
"21498","MEOX2","PITX3",0.0673952437336243
"17348","HOXC12","RARB",0.067397959155299
"16765","HOXA7","ZSCAN10",0.0674014624041334
"26735","PDX1","SIX2",0.067401763539175
"115","ALX1","MITF",0.0674022879158972
"29275","SPI1","WT1",0.0674027564603215
"28439","SIM2","TBX20",0.0674053796345977
"26480","PAX5","SPDEF",0.0674057508727288
"30610","ZNF615","ZNF79",0.0674060848961596
"25733","NR5A2","TBX20",0.0674091112052704
"1845","ATF5","NR3C2",0.0674111774653239
"2992","BHLHE23","LHX8",0.0674167990659705
"16540","HOXA6","SOHLH1",0.0674203651947034
"9972","FOXH1","IRF5",0.0674245167993178
"9793","FOXG1","MSX2",0.0674256446973481
"20839","LMX1B","SOX10",0.0674281097892369
"30252","WT1","ZBTB6",0.0674303995215609
"1397","ASCL1","RUNX3",0.0674311036120787
"11193","FOXR2","MSX2",0.0674317707879675
"27047","PITX3","ZNF483",0.0674323491140971
"19158","IRF9","KLF1",0.0674340502052306
"12373","GCM2","NKX2.8",0.0674379216348891
"9221","FOXA3","PITX2",0.0674381665594107
